track_id,action,pass_success,target_gap_s,relative_speed_kph,drs_available,straight_remaining_m,braking_zone_m,track_overtake_difficulty,ego_tyre_grip_estimate,target_tyre_grip_estimate,target_tyre_uncertainty,laps_remaining,rear_gap_s,rear_drs_risk,cars_within_3s,post_pass_traffic_gap_s,recent_sector_delta_s,action_energy_level
hist_silverstone_like,HOLD,1,1.425,17.52,True,673.2,93.2,0.5,0.692,0.705,0.296,8,2.467,0.0,4,1.524,-0.109,0
hist_silverstone_like,FULL_DEPLOY,1,0.113,7.63,True,509.9,136.3,0.5,0.773,0.845,0.211,9,3.28,0.0,4,2.465,0.077,2
hist_silverstone_like,PARTIAL_DEPLOY,0,1.742,15.42,True,425.0,115.2,0.5,0.895,0.562,0.332,33,1.247,0.169,5,2.701,-0.249,1
hist_silverstone_like,FULL_DEPLOY,1,1.933,22.88,True,628.5,154.1,0.5,0.795,0.58,0.102,40,3.196,0.0,0,2.475,-0.162,2
hist_silverstone_like,HARVEST,0,1.777,-3.5,False,344.6,148.3,0.5,0.643,0.931,0.102,53,3.102,0.0,6,0.524,0.104,-1
hist_silverstone_like,PARTIAL_DEPLOY,0,0.746,-3.82,True,536.4,147.0,0.5,0.772,0.582,0.09,20,1.067,0.289,4,1.669,-0.197,1
hist_silverstone_like,FULL_DEPLOY,1,0.374,28.71,False,565.0,170.9,0.5,0.866,0.824,0.167,27,0.609,0.594,0,0.563,-0.081,2
hist_silverstone_like,PARTIAL_DEPLOY,0,0.647,28.24,True,62.5,109.7,0.5,0.875,0.818,0.373,7,2.606,0.0,1,2.542,0.192,1
hist_silverstone_like,HARVEST,0,1.291,16.84,True,397.1,136.8,0.5,0.716,0.72,0.132,36,1.675,0.0,0,1.691,-0.415,-1
hist_silverstone_like,FULL_DEPLOY,1,0.436,1.32,True,268.3,131.8,0.5,0.654,0.938,0.275,18,1.745,0.0,3,0.633,-0.046,2
hist_silverstone_like,HARVEST,0,1.071,22.14,False,111.9,139.8,0.5,0.842,0.677,0.27,12,2.542,0.0,0,2.007,0.123,-1
hist_silverstone_like,FULL_DEPLOY,0,1.596,20.49,False,568.0,149.0,0.5,0.937,0.931,0.42,21,0.718,0.521,1,1.815,-0.252,2
hist_silverstone_like,HOLD,0,1.915,20.65,False,310.5,147.6,0.5,0.645,0.748,0.145,11,1.205,0.197,2,2.167,-0.222,0
hist_silverstone_like,HOLD,1,0.708,27.89,True,616.8,101.0,0.5,0.84,0.708,0.347,32,0.844,0.437,6,1.301,0.001,0
hist_silverstone_like,PARTIAL_DEPLOY,0,1.197,28.36,True,403.9,170.4,0.5,0.791,0.882,0.283,1,0.735,0.51,1,1.432,-0.097,1
hist_silverstone_like,FULL_DEPLOY,0,1.544,26.87,False,534.5,109.3,0.5,0.833,0.868,0.105,36,3.316,0.0,4,0.88,0.216,2
hist_silverstone_like,HARVEST,0,0.356,7.75,False,412.5,107.0,0.5,0.565,0.52,0.354,32,2.162,0.0,5,2.678,-0.066,-1
hist_silverstone_like,PARTIAL_DEPLOY,0,1.399,19.27,False,399.2,169.1,0.5,0.817,0.661,0.145,35,1.441,0.039,0,2.436,0.312,1
hist_silverstone_like,HARVEST,0,0.484,4.73,True,610.9,163.3,0.5,0.892,0.758,0.094,5,1.279,0.147,6,0.656,-0.135,-1
hist_silverstone_like,HARVEST,1,0.143,0.22,False,654.5,160.1,0.5,0.842,0.764,0.189,2,0.414,0.724,1,1.538,-0.185,-1
hist_suzuka_like,HOLD,0,1.832,15.18,False,498.4,135.0,0.62,0.793,0.552,0.209,41,0.613,0.591,1,0.524,0.151,0
hist_suzuka_like,FULL_DEPLOY,1,0.879,21.34,True,551.6,100.4,0.62,0.859,0.803,0.096,25,1.469,0.021,1,2.757,0.268,2
hist_suzuka_like,HOLD,0,1.474,18.16,False,321.8,107.8,0.62,0.799,0.828,0.065,37,0.754,0.497,3,1.144,-0.463,0
hist_suzuka_like,PARTIAL_DEPLOY,0,1.576,-1.37,False,250.4,115.4,0.62,0.59,0.628,0.366,44,1.442,0.039,4,0.594,-0.014,1
hist_suzuka_like,HOLD,1,0.385,5.03,True,407.5,153.1,0.62,0.697,0.935,0.339,54,2.789,0.0,6,2.278,-0.226,0
hist_suzuka_like,PARTIAL_DEPLOY,0,0.344,19.31,True,75.4,91.5,0.62,0.589,0.936,0.097,18,0.749,0.501,2,1.739,-0.192,1
hist_suzuka_like,HOLD,0,0.503,-4.05,False,498.7,92.3,0.62,0.946,0.919,0.219,24,2.188,0.0,3,0.846,-0.225,0
hist_suzuka_like,HARVEST,0,0.942,20.25,True,301.7,128.4,0.62,0.786,0.686,0.102,19,1.906,0.0,0,1.159,-0.028,-1
hist_suzuka_like,HARVEST,1,0.521,19.86,True,300.1,145.5,0.62,0.913,0.682,0.249,50,2.275,0.0,2,1.385,0.103,-1
hist_suzuka_like,PARTIAL_DEPLOY,0,0.807,9.88,True,96.1,112.1,0.62,0.742,0.548,0.385,17,1.67,0.0,0,0.51,-0.322,1
hist_suzuka_like,HARVEST,0,0.174,-4.07,False,350.3,99.0,0.62,0.709,0.844,0.086,11,1.541,0.0,0,1.724,-0.245,-1
hist_suzuka_like,FULL_DEPLOY,1,0.304,15.75,False,271.0,99.7,0.62,0.687,0.527,0.084,33,0.244,0.837,3,0.485,0.298,2
hist_suzuka_like,HARVEST,0,1.645,5.07,False,467.3,108.0,0.62,0.71,0.551,0.129,2,2.021,0.0,1,1.177,-0.067,-1
hist_suzuka_like,FULL_DEPLOY,0,1.233,12.37,True,125.9,140.5,0.62,0.684,0.95,0.371,50,0.781,0.479,3,0.638,0.174,2
hist_suzuka_like,FULL_DEPLOY,0,1.79,10.29,True,267.0,111.6,0.62,0.605,0.884,0.058,4,3.431,0.0,3,1.361,0.058,2
hist_suzuka_like,HARVEST,1,1.535,22.83,True,528.7,143.0,0.62,0.817,0.556,0.151,2,2.647,0.0,2,1.84,-0.459,-1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.191,6.03,False,265.6,105.5,0.62,0.652,0.774,0.065,38,1.112,0.259,6,1.874,-0.168,1
hist_suzuka_like,FULL_DEPLOY,1,1.314,17.68,True,306.4,143.1,0.62,0.824,0.866,0.203,36,2.65,0.0,0,1.35,-0.068,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.91,11.98,False,303.1,158.6,0.62,0.725,0.595,0.326,33,2.377,0.0,4,1.009,0.377,1
hist_suzuka_like,HARVEST,1,0.227,23.79,True,269.2,169.5,0.62,0.889,0.93,0.106,14,1.689,0.0,4,1.49,0.318,-1
hist_suzuka_like,FULL_DEPLOY,0,0.204,0.54,False,566.5,146.5,0.62,0.588,0.919,0.425,52,0.385,0.743,2,2.116,0.062,2
hist_suzuka_like,FULL_DEPLOY,0,1.812,26.41,True,104.7,130.0,0.62,0.559,0.876,0.251,38,3.38,0.0,5,1.623,0.156,2
hist_suzuka_like,FULL_DEPLOY,1,1.799,5.64,True,308.1,169.2,0.62,0.692,0.731,0.421,37,3.442,0.0,4,1.247,-0.219,2
hist_suzuka_like,HARVEST,1,0.593,-3.36,True,223.2,132.6,0.62,0.587,0.879,0.387,25,2.016,0.0,2,1.868,0.243,-1
hist_suzuka_like,HOLD,0,1.071,12.49,False,288.5,150.3,0.62,0.774,0.727,0.235,49,1.433,0.045,5,2.805,0.119,0
hist_suzuka_like,PARTIAL_DEPLOY,0,0.536,-0.87,False,330.5,98.0,0.62,0.782,0.551,0.221,32,3.159,0.0,5,0.895,-0.299,1
hist_suzuka_like,HOLD,0,0.733,8.21,True,479.6,167.3,0.62,0.813,0.789,0.123,41,0.254,0.831,4,2.793,-0.111,0
hist_suzuka_like,FULL_DEPLOY,0,1.139,20.21,False,183.2,128.6,0.62,0.656,0.73,0.111,29,0.139,0.907,4,1.146,-0.089,2
hist_suzuka_like,HOLD,0,1.668,9.23,True,425.3,141.6,0.62,0.866,0.6,0.264,35,2.469,0.0,1,1.919,0.167,0
hist_suzuka_like,FULL_DEPLOY,0,0.388,29.56,True,244.3,144.2,0.62,0.577,0.51,0.383,6,1.12,0.253,1,2.996,0.323,2
hist_suzuka_like,HOLD,1,0.78,21.44,False,515.3,168.6,0.62,0.836,0.549,0.135,47,1.486,0.009,0,1.157,-0.665,0
hist_suzuka_like,HARVEST,0,0.861,22.29,False,294.7,171.9,0.62,0.694,0.93,0.35,32,0.592,0.605,0,1.926,-0.261,-1
hist_suzuka_like,PARTIAL_DEPLOY,1,0.62,22.57,True,395.1,156.6,0.62,0.909,0.919,0.076,34,0.531,0.646,2,1.865,-0.186,1
hist_suzuka_like,HARVEST,0,1.746,11.16,False,216.2,98.7,0.62,0.582,0.622,0.257,7,2.777,0.0,6,1.114,0.08,-1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.137,16.58,True,338.3,177.8,0.62,0.708,0.778,0.226,33,1.396,0.069,2,2.128,-0.142,1
hist_suzuka_like,PARTIAL_DEPLOY,1,1.627,-3.27,True,200.8,102.1,0.62,0.79,0.581,0.388,50,1.724,0.0,2,0.89,0.378,1
hist_suzuka_like,HARVEST,0,0.234,-2.25,False,562.4,138.4,0.62,0.859,0.863,0.133,21,0.945,0.37,5,2.013,0.143,-1
hist_suzuka_like,HARVEST,0,0.82,-4.73,True,416.0,149.0,0.62,0.779,0.863,0.169,38,0.951,0.366,0,1.021,-0.138,-1
hist_suzuka_like,FULL_DEPLOY,0,0.92,9.37,True,218.0,163.8,0.62,0.923,0.642,0.396,32,2.671,0.0,2,1.705,0.047,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.933,1.73,True,329.9,144.8,0.62,0.72,0.609,0.363,17,2.816,0.0,3,2.393,0.078,1
hist_suzuka_like,PARTIAL_DEPLOY,1,0.203,8.88,True,215.9,94.8,0.62,0.828,0.804,0.114,12,0.503,0.665,1,1.024,-0.091,1
hist_suzuka_like,FULL_DEPLOY,0,1.419,11.59,True,238.6,158.7,0.62,0.795,0.676,0.091,12,1.055,0.297,0,0.458,0.331,2
hist_suzuka_like,PARTIAL_DEPLOY,1,1.113,13.1,True,535.8,178.1,0.62,0.556,0.714,0.257,26,1.736,0.0,3,2.977,0.124,1
hist_suzuka_like,PARTIAL_DEPLOY,0,0.944,22.5,True,520.0,162.2,0.62,0.728,0.947,0.213,17,2.999,0.0,5,2.474,0.287,1
hist_suzuka_like,HARVEST,0,0.487,3.79,False,402.7,128.7,0.62,0.829,0.828,0.397,35,0.264,0.824,4,1.181,-0.121,-1
hist_suzuka_like,HOLD,0,0.689,-0.68,False,217.2,157.6,0.62,0.751,0.895,0.195,49,3.432,0.0,2,0.332,-0.095,0
hist_suzuka_like,PARTIAL_DEPLOY,0,0.642,11.35,False,498.3,96.9,0.62,0.606,0.587,0.424,29,1.071,0.286,4,1.921,-0.282,1
hist_suzuka_like,HARVEST,0,0.956,26.54,True,50,108.6,0.62,0.816,0.79,0.321,11,1.764,0.0,0,0.737,0.123,-1
hist_suzuka_like,HARVEST,0,1.806,7.38,True,50,96.1,0.62,0.864,0.933,0.381,17,1.218,0.188,5,0.744,-0.096,-1
hist_suzuka_like,PARTIAL_DEPLOY,1,1.466,12.61,True,615.4,146.2,0.62,0.642,0.881,0.402,1,0.222,0.852,6,2.16,-0.062,1
hist_suzuka_like,FULL_DEPLOY,0,0.937,12.68,True,444.0,179.0,0.62,0.662,0.614,0.318,24,0.99,0.34,3,0.35,0.086,2
hist_suzuka_like,HARVEST,0,1.003,16.68,True,245.0,160.6,0.62,0.593,0.789,0.31,52,2.568,0.0,2,0.875,-0.093,-1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.761,20.74,False,156.2,142.8,0.62,0.756,0.57,0.405,45,2.136,0.0,2,2.981,-0.087,1
hist_suzuka_like,FULL_DEPLOY,1,0.299,24.39,False,481.3,112.8,0.62,0.643,0.865,0.395,39,1.938,0.0,3,2.189,0.048,2
hist_suzuka_like,HOLD,0,1.226,0.7,True,236.3,177.8,0.62,0.944,0.797,0.25,26,3.228,0.0,1,2.842,-0.039,0
hist_suzuka_like,HARVEST,0,1.452,14.5,True,125.5,103.1,0.62,0.568,0.553,0.124,12,3.122,0.0,0,0.376,-0.22,-1
hist_suzuka_like,HARVEST,0,1.829,12.78,False,209.2,162.2,0.62,0.742,0.674,0.054,6,2.881,0.0,1,1.243,-0.225,-1
hist_suzuka_like,HOLD,0,1.806,5.13,True,181.5,112.0,0.62,0.927,0.765,0.352,51,1.741,0.0,3,2.393,0.026,0
hist_suzuka_like,PARTIAL_DEPLOY,1,0.688,25.32,False,430.7,93.1,0.62,0.629,0.848,0.057,54,2.655,0.0,1,0.21,-0.307,1
hist_suzuka_like,FULL_DEPLOY,0,0.931,-2.39,True,189.4,152.0,0.62,0.724,0.938,0.317,28,1.013,0.325,0,0.237,-0.268,2
hist_suzuka_like,HARVEST,0,1.447,19.64,False,712.8,90.1,0.62,0.729,0.646,0.21,53,3.236,0.0,4,0.953,-0.208,-1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.569,21.61,True,270.2,139.3,0.62,0.668,0.563,0.264,37,2.02,0.0,3,0.646,-0.274,1
hist_suzuka_like,FULL_DEPLOY,0,1.16,13.2,False,435.5,151.4,0.62,0.806,0.852,0.079,2,1.361,0.093,4,1.401,0.166,2
hist_suzuka_like,FULL_DEPLOY,1,0.144,15.81,True,519.2,174.9,0.62,0.603,0.897,0.356,23,1.645,0.0,5,1.662,-0.378,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.958,14.37,True,600.2,123.2,0.62,0.606,0.533,0.234,22,1.836,0.0,0,1.49,-0.148,1
hist_suzuka_like,HOLD,0,1.028,8.48,True,362.8,96.7,0.62,0.767,0.859,0.308,10,1.053,0.298,4,2.196,-0.089,0
hist_suzuka_like,HOLD,1,0.368,28.01,True,160.4,163.0,0.62,0.903,0.911,0.156,47,1.346,0.103,1,0.495,-0.114,0
hist_suzuka_like,HARVEST,0,0.706,22.28,True,225.1,166.0,0.62,0.607,0.88,0.197,54,0.1,0.933,4,0.251,-0.007,-1
hist_suzuka_like,PARTIAL_DEPLOY,1,0.879,28.27,True,319.5,166.3,0.62,0.738,0.58,0.115,36,2.177,0.0,5,2.679,0.105,1
hist_suzuka_like,HOLD,0,0.406,4.16,True,351.1,98.1,0.62,0.947,0.533,0.427,35,3.242,0.0,6,2.363,0.074,0
hist_suzuka_like,HARVEST,0,0.274,15.1,False,77.8,169.7,0.62,0.594,0.867,0.084,12,1.553,0.0,5,2.664,-0.246,-1
hist_suzuka_like,FULL_DEPLOY,1,0.201,14.93,True,192.3,93.0,0.62,0.578,0.694,0.176,1,0.116,0.923,3,0.918,-0.181,2
hist_suzuka_like,PARTIAL_DEPLOY,1,1.167,6.45,True,330.8,141.1,0.62,0.737,0.767,0.279,55,1.501,0.0,1,1.866,-0.102,1
hist_suzuka_like,HARVEST,1,1.923,22.76,True,466.8,102.7,0.62,0.74,0.862,0.374,6,0.825,0.45,6,2.231,0.139,-1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.572,18.24,True,277.4,170.3,0.62,0.635,0.897,0.366,24,1.589,0.0,4,2.339,-0.069,1
hist_suzuka_like,FULL_DEPLOY,0,1.107,9.2,True,178.3,139.1,0.62,0.566,0.693,0.128,36,0.845,0.437,5,2.99,0.358,2
hist_suzuka_like,PARTIAL_DEPLOY,1,1.939,6.13,True,535.9,146.8,0.62,0.89,0.683,0.105,4,1.225,0.183,0,1.447,-0.17,1
hist_suzuka_like,PARTIAL_DEPLOY,1,0.953,6.74,True,341.4,176.5,0.62,0.614,0.754,0.342,1,2.12,0.0,4,2.823,0.145,1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.488,18.31,False,352.8,97.5,0.62,0.59,0.851,0.427,7,2.143,0.0,5,0.253,-0.059,1
hist_suzuka_like,FULL_DEPLOY,1,0.203,19.59,True,410.4,92.1,0.62,0.837,0.667,0.144,53,3.228,0.0,2,2.156,0.108,2
hist_suzuka_like,HARVEST,0,1.367,1.38,False,370.1,122.2,0.62,0.935,0.505,0.394,49,2.862,0.0,0,0.421,-0.419,-1
hist_suzuka_like,HOLD,0,1.822,7.15,False,367.0,151.8,0.62,0.785,0.698,0.406,22,0.209,0.861,2,0.323,0.047,0
hist_suzuka_like,HOLD,0,1.705,11.23,False,513.5,143.1,0.62,0.696,0.513,0.142,49,2.919,0.0,0,0.227,-0.132,0
hist_suzuka_like,PARTIAL_DEPLOY,0,1.568,-4.57,False,535.3,142.1,0.62,0.551,0.657,0.425,14,1.557,0.0,4,1.912,0.161,1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.291,26.85,False,435.7,145.4,0.62,0.907,0.932,0.194,49,2.65,0.0,2,2.121,-0.011,1
hist_suzuka_like,HARVEST,1,0.213,28.73,False,338.7,142.0,0.62,0.808,0.679,0.221,53,1.961,0.0,0,1.731,-0.047,-1
hist_suzuka_like,HOLD,0,1.993,12.53,False,522.3,109.6,0.62,0.628,0.882,0.173,45,3.375,0.0,2,2.613,0.298,0
hist_suzuka_like,HOLD,1,0.735,-4.72,True,319.3,121.3,0.62,0.554,0.722,0.444,21,0.967,0.355,3,0.714,0.195,0
hist_suzuka_like,HARVEST,1,1.293,18.15,False,319.2,109.9,0.62,0.682,0.543,0.056,51,0.209,0.861,0,2.001,-0.138,-1
hist_suzuka_like,HOLD,1,0.111,21.75,True,120.6,172.2,0.62,0.754,0.609,0.111,8,0.401,0.733,3,1.443,0.077,0
hist_suzuka_like,PARTIAL_DEPLOY,0,1.92,27.32,True,313.3,140.1,0.62,0.943,0.703,0.393,12,0.398,0.735,4,2.263,-0.665,1
hist_suzuka_like,HOLD,1,1.911,3.41,False,171.5,169.4,0.62,0.869,0.898,0.107,24,1.303,0.131,1,0.418,-0.217,0
hist_suzuka_like,HOLD,0,0.102,10.57,True,250.2,154.2,0.62,0.77,0.581,0.223,11,0.437,0.709,6,1.902,0.099,0
hist_suzuka_like,HARVEST,0,1.092,26.85,False,252.6,151.8,0.62,0.776,0.695,0.359,33,1.584,0.0,4,1.24,-0.078,-1
hist_suzuka_like,PARTIAL_DEPLOY,0,1.181,11.23,False,413.9,124.4,0.62,0.757,0.819,0.35,50,1.255,0.163,1,1.541,0.266,1
hist_suzuka_like,HARVEST,0,1.14,8.14,False,68.6,135.8,0.62,0.783,0.905,0.371,18,1.228,0.181,2,2.625,-0.361,-1
hist_suzuka_like,FULL_DEPLOY,1,0.409,-3.11,False,160.5,146.3,0.62,0.885,0.603,0.315,10,0.301,0.799,0,0.977,-0.164,2
hist_suzuka_like,HOLD,0,1.857,25.11,False,309.7,95.9,0.62,0.94,0.93,0.281,46,0.767,0.489,0,2.085,-0.029,0
hist_suzuka_like,HOLD,0,1.959,4.69,False,473.6,101.8,0.62,0.726,0.662,0.422,45,3.078,0.0,1,1.244,0.315,0
hist_suzuka_like,HARVEST,0,0.894,26.02,True,601.2,125.6,0.62,0.551,0.943,0.073,46,2.796,0.0,1,2.818,-0.206,-1
hist_suzuka_like,HARVEST,0,1.261,2.85,False,212.0,179.2,0.62,0.586,0.807,0.375,48,0.352,0.765,2,1.259,-0.266,-1
hist_suzuka_like,HOLD,1,0.327,22.48,True,112.9,165.8,0.62,0.847,0.87,0.077,25,1.432,0.045,1,1.789,0.043,0
hist_suzuka_like,FULL_DEPLOY,0,0.127,-3.04,True,596.0,127.6,0.62,0.938,0.677,0.432,3,1.403,0.065,5,1.303,-0.349,2
hist_suzuka_like,PARTIAL_DEPLOY,1,0.787,5.61,True,459.8,158.7,0.62,0.652,0.795,0.226,28,1.431,0.046,1,2.118,-0.102,1
hist_suzuka_like,FULL_DEPLOY,0,0.753,5.58,False,348.3,166.2,0.62,0.704,0.695,0.384,6,1.105,0.263,1,0.916,0.113,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.888,14.42,True,83.6,150.6,0.62,0.591,0.732,0.255,3,1.915,0.0,3,2.858,-0.253,1
hist_suzuka_like,FULL_DEPLOY,1,0.38,3.4,True,327.1,144.1,0.62,0.823,0.619,0.13,22,2.837,0.0,1,2.216,-0.076,2
hist_suzuka_like,HOLD,0,1.789,18.33,True,271.4,111.2,0.62,0.648,0.927,0.43,3,2.85,0.0,1,0.417,-0.052,0
hist_suzuka_like,FULL_DEPLOY,1,0.871,8.09,False,185.0,155.5,0.62,0.916,0.754,0.157,22,2.807,0.0,3,1.843,0.164,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.899,7.62,True,135.6,123.4,0.62,0.739,0.886,0.207,47,2.122,0.0,4,1.27,0.074,1
hist_suzuka_like,HOLD,1,0.25,7.01,True,50,141.5,0.62,0.92,0.922,0.417,20,1.827,0.0,6,1.157,-0.097,0
hist_suzuka_like,PARTIAL_DEPLOY,0,1.194,8.9,False,98.5,106.4,0.62,0.891,0.608,0.231,18,0.565,0.623,2,2.375,-0.085,1
hist_suzuka_like,HARVEST,0,1.873,5.01,False,508.4,142.5,0.62,0.649,0.904,0.426,53,0.496,0.669,6,1.087,-0.083,-1
hist_suzuka_like,FULL_DEPLOY,1,0.518,21.96,True,522.6,176.5,0.62,0.822,0.508,0.264,44,2.585,0.0,3,2.832,0.196,2
hist_suzuka_like,HARVEST,1,0.251,20.55,True,465.5,118.7,0.62,0.634,0.867,0.313,48,3.147,0.0,3,2.69,-0.128,-1
hist_suzuka_like,FULL_DEPLOY,1,0.192,12.4,False,294.3,104.7,0.62,0.809,0.867,0.06,34,1.497,0.002,2,2.651,0.061,2
hist_suzuka_like,FULL_DEPLOY,1,0.351,10.05,False,217.7,90.3,0.62,0.661,0.528,0.381,49,2.24,0.0,2,2.483,0.073,2
hist_suzuka_like,PARTIAL_DEPLOY,1,0.718,13.17,False,50,93.3,0.62,0.918,0.718,0.323,47,0.535,0.643,2,0.722,-0.377,1
hist_suzuka_like,FULL_DEPLOY,0,0.15,5.54,False,272.7,172.7,0.62,0.855,0.738,0.301,6,1.781,0.0,1,2.744,-0.096,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.447,13.13,True,394.5,171.6,0.62,0.561,0.79,0.28,41,3.01,0.0,6,0.889,0.134,1
hist_suzuka_like,HOLD,0,1.828,0.19,True,203.8,110.4,0.62,0.796,0.902,0.291,12,0.105,0.93,2,2.588,-0.344,0
hist_suzuka_like,HOLD,0,1.586,2.89,True,50,128.4,0.62,0.753,0.937,0.238,6,3.185,0.0,4,2.933,0.124,0
hist_suzuka_like,HARVEST,0,1.553,23.24,False,313.0,91.3,0.62,0.6,0.678,0.192,55,3.337,0.0,4,0.822,0.053,-1
hist_suzuka_like,HOLD,1,1.442,28.73,True,247.6,161.4,0.62,0.802,0.915,0.355,35,3.022,0.0,6,1.327,0.066,0
hist_suzuka_like,HOLD,0,0.499,28.95,True,268.6,175.7,0.62,0.918,0.729,0.304,49,2.165,0.0,2,2.992,-0.107,0
hist_suzuka_like,HOLD,1,1.463,18.28,False,676.3,167.4,0.62,0.621,0.931,0.212,25,0.722,0.519,4,2.98,-0.101,0
hist_suzuka_like,FULL_DEPLOY,1,0.56,26.4,False,50,96.0,0.62,0.809,0.739,0.159,44,2.796,0.0,2,0.493,0.048,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.567,17.86,True,472.3,91.2,0.62,0.814,0.599,0.204,26,2.348,0.0,4,2.397,-0.074,1
hist_suzuka_like,FULL_DEPLOY,1,1.348,8.51,True,271.4,122.5,0.62,0.651,0.533,0.12,41,2.343,0.0,2,0.442,0.224,2
hist_suzuka_like,PARTIAL_DEPLOY,0,0.727,4.51,False,283.2,150.3,0.62,0.78,0.669,0.444,38,1.192,0.205,4,1.591,0.024,1
hist_suzuka_like,HOLD,0,0.135,0.91,False,271.2,168.0,0.62,0.748,0.561,0.315,10,1.145,0.237,1,1.8,-0.067,0
hist_suzuka_like,FULL_DEPLOY,1,0.979,14.83,True,141.0,93.3,0.62,0.932,0.714,0.08,28,1.768,0.0,3,0.848,0.172,2
hist_suzuka_like,FULL_DEPLOY,0,1.339,18.62,True,523.7,176.7,0.62,0.764,0.714,0.268,23,0.907,0.395,5,2.821,-0.078,2
hist_suzuka_like,PARTIAL_DEPLOY,1,0.486,16.09,False,217.0,124.4,0.62,0.674,0.514,0.255,47,2.771,0.0,5,1.138,0.012,1
hist_suzuka_like,HARVEST,1,0.769,-4.18,True,342.3,115.5,0.62,0.806,0.86,0.164,1,2.517,0.0,0,0.593,-0.149,-1
hist_suzuka_like,FULL_DEPLOY,0,1.043,5.42,True,266.7,130.5,0.62,0.674,0.923,0.218,13,1.411,0.059,2,1.395,0.154,2
hist_suzuka_like,HARVEST,0,0.873,7.36,False,259.2,156.5,0.62,0.94,0.754,0.297,30,1.601,0.0,0,2.672,0.01,-1
hist_suzuka_like,FULL_DEPLOY,0,0.523,2.21,False,243.6,143.4,0.62,0.838,0.581,0.19,11,1.899,0.0,3,1.358,0.046,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.267,27.07,False,118.6,120.2,0.62,0.707,0.915,0.216,28,0.943,0.371,2,2.31,-0.095,1
hist_suzuka_like,HOLD,0,0.684,4.01,True,50,170.7,0.62,0.795,0.678,0.421,38,0.932,0.379,4,0.879,-0.109,0
hist_suzuka_like,FULL_DEPLOY,0,0.642,15.12,True,276.4,158.3,0.62,0.885,0.815,0.119,15,0.262,0.825,2,1.601,0.02,2
hist_suzuka_like,HOLD,0,1.978,18.42,True,473.4,159.3,0.62,0.759,0.886,0.158,16,0.636,0.576,0,2.994,0.014,0
hist_suzuka_like,HOLD,1,0.319,11.76,True,150.8,136.7,0.62,0.627,0.784,0.364,24,1.245,0.17,6,1.84,0.38,0
hist_suzuka_like,HARVEST,0,0.673,14.83,False,239.8,124.3,0.62,0.576,0.826,0.139,4,2.898,0.0,1,2.712,0.067,-1
hist_suzuka_like,HOLD,0,1.494,11.15,False,421.1,143.5,0.62,0.626,0.762,0.301,54,1.703,0.0,0,1.755,-0.185,0
hist_suzuka_like,HOLD,0,1.894,4.14,True,415.3,116.9,0.62,0.654,0.647,0.205,6,0.346,0.769,4,1.742,0.129,0
hist_suzuka_like,HOLD,0,1.675,0.51,False,495.0,107.5,0.62,0.733,0.582,0.213,42,0.466,0.689,2,0.85,0.298,0
hist_suzuka_like,FULL_DEPLOY,1,1.585,13.91,True,360.1,139.7,0.62,0.911,0.927,0.176,46,3.15,0.0,4,2.609,-0.194,2
hist_suzuka_like,HARVEST,0,1.329,29.03,True,262.3,106.9,0.62,0.565,0.594,0.177,10,0.876,0.416,6,2.416,0.218,-1
hist_suzuka_like,PARTIAL_DEPLOY,1,0.902,6.84,True,334.6,120.3,0.62,0.899,0.915,0.114,13,0.554,0.631,1,1.946,0.011,1
hist_suzuka_like,FULL_DEPLOY,0,1.19,-1.23,True,331.6,107.8,0.62,0.713,0.698,0.344,8,2.379,0.0,3,2.393,0.003,2
hist_suzuka_like,FULL_DEPLOY,1,0.37,11.74,False,506.7,157.6,0.62,0.676,0.904,0.073,18,2.282,0.0,1,0.357,0.115,2
hist_suzuka_like,PARTIAL_DEPLOY,0,1.651,0.97,True,256.2,161.3,0.62,0.569,0.743,0.233,52,2.077,0.0,5,2.432,0.443,1
hist_suzuka_like,HOLD,0,1.919,18.17,True,286.5,94.7,0.62,0.699,0.698,0.401,27,3.215,0.0,2,2.05,-0.31,0
hist_suzuka_like,FULL_DEPLOY,0,1.32,19.18,True,295.3,160.8,0.62,0.79,0.888,0.42,4,1.413,0.058,5,1.717,0.094,2
hist_suzuka_like,FULL_DEPLOY,0,1.295,6.88,False,222.6,95.8,0.62,0.612,0.769,0.371,38,2.759,0.0,2,1.279,0.008,2
hist_suzuka_like,HOLD,0,1.9,11.99,False,55.0,96.9,0.62,0.625,0.558,0.084,4,0.505,0.663,3,2.905,0.103,0
